名前,グレード,レベル,スキル名,スキルLv
ヘイズキャスター,8,1,闇討ち【状態異常】,2
ヘイズキャスター,9,1,狩人の結束,1
ヘイズキャスター,9,1,闇討ち【状態異常】,2
ヘイズキャスター,10,1,狩人の結束,1
ヘイズキャスター,10,1,闇討ち【状態異常】,2
ヘイズキャスター,10,5,狩人の結束,1
ヘイズキャスター,10,5,闇討ち【状態異常】,2
灼炎のテウザー改,8,1,凶会心,1
灼炎のテウザー改,9,1,凶会心,1
灼炎のテウザー改,10,1,凶会心,1
灼炎のテウザー改,10,5,凶会心,1
灼炎のテウザー,8,1,凶会心,1
灼炎のテウザー,9,1,凶会心,1
灼炎のテウザー,10,1,凶会心,1
灼炎のテウザー,10,5,凶会心,1
チャタロッド,4,1,防御の備え,1
チャタロッド,5,1,防御の備え,1
チャタロッド,6,1,防御の備え,1
チャタロッド,7,1,防御の備え,1
チャタロッド,8,1,防御の備え,1
チャタロッド,9,1,防御の備え,1
チャタロッド,10,1,防御の備え,1
チャタロッド,10,5,防御の備え,1
藍の稲光,6,1,狩人の結束,1
藍の稲光,7,1,狩人の結束,1
藍の稲光,8,1,狩人の結束,1
藍の稲光,8,1,力の解放,1
藍の稲光,9,1,狩人の結束,1
藍の稲光,9,1,力の解放,1
藍の稲光,10,1,狩人の結束,1
藍の稲光,10,1,力の解放,1
藍の稲光,10,5,狩人の結束,1
藍の稲光,10,5,力の解放,1
カーサスロッド,5,1,強化持続,1
カーサスロッド,6,1,強化持続,2
カーサスロッド,7,1,強化持続,2
カーサスロッド,8,1,強化持続,3
カーサスロッド,9,1,強化持続,3
カーサスロッド,10,1,強化持続,3
カーサスロッド,10,5,強化持続,3
レックスロッド,8,1,凶会心,1
レックスロッド,9,1,凶会心,1
レックスロッド,10,1,凶会心,1
レックスロッド,10,5,凶会心,1
夢幻のメロウフラウ,8,1,回避距離UP,1
夢幻のメロウフラウ,9,1,回避距離UP,1
夢幻のメロウフラウ,10,1,回避距離UP,1
夢幻のメロウフラウ,10,5,回避距離UP,1
メロウフラウ,8,1,回避距離UP,1
メロウフラウ,9,1,回避距離UP,1
メロウフラウ,10,1,回避距離UP,1
メロウフラウ,10,5,回避距離UP,1
アウリスギドゥス,8,1,ロックオン,1
アウリスギドゥス,9,1,ロックオン,1
アウリスギドゥス,10,1,ロックオン,1
アウリスギドゥス,10,5,ロックオン,1
ウルクアウリス,8,1,ロックオン,1
ウルクアウリス,9,1,ロックオン,1
ウルクアウリス,10,1,ロックオン,1
ウルクアウリス,10,5,ロックオン,1
撲滅の導灯,6,1,狩人の結束,1
撲滅の導灯,7,1,狩人の結束,1
撲滅の導灯,8,1,狩人の結束,1
撲滅の導灯,8,1,破壊王,2
撲滅の導灯,9,1,狩人の結束,1
撲滅の導灯,9,1,破壊王,2
撲滅の導灯,10,1,狩人の結束,1
撲滅の導灯,10,1,破壊王,2
撲滅の導灯,10,5,狩人の結束,1
撲滅の導灯,10,5,破壊王,2
禍ツ鉾ノ幽鬼ギネーヴ,8,1,破壊王,1
禍ツ鉾ノ幽鬼ギネーヴ,9,1,破壊王,1
禍ツ鉾ノ幽鬼ギネーヴ,10,1,破壊王,1
禍ツ鉾ノ幽鬼ギネーヴ,10,5,破壊王,1
禍ツ鉾【封】,8,1,破壊王,1
禍ツ鉾【封】,9,1,破壊王,1
禍ツ鉾【封】,10,1,破壊王,1
禍ツ鉾【封】,10,5,破壊王,1
金砕棍ゴーデンライ,8,1,軽巧,2
金砕棍ゴーデンライ,9,1,軽巧,2
金砕棍ゴーデンライ,10,1,軽巧,2
金砕棍ゴーデンライ,10,5,軽巧,2
金砕棍棒,8,1,軽巧,2
金砕棍棒,9,1,軽巧,2
金砕棍棒,10,1,軽巧,2
金砕棍棒,10,5,軽巧,2
暁の潰棍シルラテス,8,1,ロックオン,1
暁の潰棍シルラテス,9,1,ロックオン,1
暁の潰棍シルラテス,10,1,ロックオン,1
暁の潰棍シルラテス,10,5,ロックオン,1
シルムズマッツァ,8,1,ロックオン,1
シルムズマッツァ,9,1,ロックオン,1
シルムズマッツァ,10,1,ロックオン,1
シルムズマッツァ,10,5,ロックオン,1
すがのねの長薙の巴,8,1,ジャスト回避強化,1
すがのねの長薙の巴,9,1,ジャスト回避強化,1
すがのねの長薙の巴,10,1,ジャスト回避強化,1
すがのねの長薙の巴,10,5,ジャスト回避強化,1
狐薙刀ツユサソウラン,8,1,ジャスト回避強化,1
狐薙刀ツユサソウラン,9,1,ジャスト回避強化,1
狐薙刀ツユサソウラン,10,1,ジャスト回避強化,1
狐薙刀ツユサソウラン,10,5,ジャスト回避強化,1
クイド=ダオラ,6,1,狩人の結束,1
クイド=ダオラ,7,1,狩人の結束,1
クイド=ダオラ,8,1,狩人の結束,1
クイド=ダオラ,8,1,風圧耐性,2
クイド=ダオラ,9,1,狩人の結束,1
クイド=ダオラ,9,1,風圧耐性,2
クイド=ダオラ,10,1,狩人の結束,1
クイド=ダオラ,10,1,風圧耐性,2
クイド=ダオラ,10,5,狩人の結束,1
クイド=ダオラ,10,5,風圧耐性,2
フルボルトチャンバー,8,1,フルチャージ,1
フルボルトチャンバー,9,1,フルチャージ,1
フルボルトチャンバー,10,1,フルチャージ,1
フルボルトチャンバー,10,5,フルチャージ,1
ボルトチャンバー,8,1,フルチャージ,1
ボルトチャンバー,9,1,フルチャージ,1
ボルトチャンバー,10,1,フルチャージ,1
ボルトチャンバー,10,5,フルチャージ,1
グランジストーム,8,1,邁進,1
グランジストーム,9,1,邁進,1
グランジストーム,10,1,邁進,1
グランジストーム,10,5,邁進,1
バッドウィング,8,1,邁進,1
バッドウィング,9,1,邁進,1
バッドウィング,10,1,邁進,1
バッドウィング,10,5,邁進,1
死線【デッドライン】,8,1,超会心,1
死線【デッドライン】,9,1,超会心,1
死線【デッドライン】,10,1,超会心,1
死線【デッドライン】,10,5,超会心,1
冥府の三鈷杵,8,1,超会心,1
冥府の三鈷杵,9,1,超会心,1
冥府の三鈷杵,10,1,超会心,1
冥府の三鈷杵,10,5,超会心,1
惑いの三鈷杵,8,1,SPゲージ加速【ジャスト回避】,1
惑いの三鈷杵,9,1,SPゲージ加速【ジャスト回避】,1
惑いの三鈷杵,10,1,SPゲージ加速【ジャスト回避】,1
惑いの三鈷杵,10,5,SPゲージ加速【ジャスト回避】,1
ガロンロッド,8,1,SPゲージ加速【ジャスト回避】,1
ガロンロッド,9,1,SPゲージ加速【ジャスト回避】,1
ガロンロッド,10,1,SPゲージ加速【ジャスト回避】,1
ガロンロッド,10,5,SPゲージ加速【ジャスト回避】,1
デステリオバーラ,8,1,ロックオン,1
デステリオバーラ,9,1,ロックオン,1
デステリオバーラ,10,1,ロックオン,1
デステリオバーラ,10,5,ロックオン,1
イルミナルブレード,8,1,ロックオン,1
イルミナルブレード,9,1,ロックオン,1
イルミナルブレード,10,1,ロックオン,1
イルミナルブレード,10,5,ロックオン,1
狼牙剣【欲獄】,6,1,龍属性攻撃強化,1
狼牙剣【欲獄】,7,1,龍属性攻撃強化,1
狼牙剣【欲獄】,8,1,龍属性攻撃強化,1
狼牙剣【欲獄】,8,1,龍属性攻撃強化・境地,1
狼牙剣【欲獄】,9,1,龍属性攻撃強化,1
狼牙剣【欲獄】,9,1,龍属性攻撃強化・境地,1
狼牙剣【欲獄】,10,1,龍属性攻撃強化,1
狼牙剣【欲獄】,10,1,龍属性攻撃強化・境地,1
狼牙剣【欲獄】,10,5,龍属性攻撃強化,1
狼牙剣【欲獄】,10,5,龍属性攻撃強化・境地,1
獄剣リュウリン,5,1,龍属性攻撃強化,1
獄剣リュウリン,6,1,龍属性攻撃強化,1
獄剣リュウリン,7,1,龍属性攻撃強化,1
獄剣リュウリン,8,1,龍属性攻撃強化,1
獄剣リュウリン,8,1,龍属性攻撃強化・境地,1
獄剣リュウリン,9,1,龍属性攻撃強化,1
獄剣リュウリン,9,1,龍属性攻撃強化・境地,1
獄剣リュウリン,10,1,龍属性攻撃強化,1
獄剣リュウリン,10,1,龍属性攻撃強化・境地,1
獄剣リュウリン,10,5,龍属性攻撃強化,1
獄剣リュウリン,10,5,龍属性攻撃強化・境地,1
狼牙双爪【血獄】,6,1,龍属性攻撃強化,1
狼牙双爪【血獄】,7,1,龍属性攻撃強化,1
狼牙双爪【血獄】,8,1,龍属性攻撃強化,1
狼牙双爪【血獄】,8,1,龍属性攻撃強化・境地,1
狼牙双爪【血獄】,9,1,龍属性攻撃強化,1
狼牙双爪【血獄】,9,1,龍属性攻撃強化・境地,1
狼牙双爪【血獄】,10,1,龍属性攻撃強化,1
狼牙双爪【血獄】,10,1,龍属性攻撃強化・境地,1
狼牙双爪【血獄】,10,5,龍属性攻撃強化,1
狼牙双爪【血獄】,10,5,龍属性攻撃強化・境地,1
獄爪リュウキ,5,1,龍属性攻撃強化,1
獄爪リュウキ,6,1,龍属性攻撃強化,1
獄爪リュウキ,7,1,龍属性攻撃強化,1
獄爪リュウキ,8,1,龍属性攻撃強化,1
獄爪リュウキ,8,1,龍属性攻撃強化・境地,1
獄爪リュウキ,9,1,龍属性攻撃強化,1
獄爪リュウキ,9,1,龍属性攻撃強化・境地,1
獄爪リュウキ,10,1,龍属性攻撃強化,1
獄爪リュウキ,10,1,龍属性攻撃強化・境地,1
獄爪リュウキ,10,5,龍属性攻撃強化,1
獄爪リュウキ,10,5,龍属性攻撃強化・境地,1
獄界の断罪斧改,6,1,龍属性攻撃強化,1
獄界の断罪斧改,7,1,龍属性攻撃強化,1
獄界の断罪斧改,8,1,龍属性攻撃強化,1
獄界の断罪斧改,8,1,龍属性攻撃強化・境地,1
獄界の断罪斧改,9,1,龍属性攻撃強化,1
獄界の断罪斧改,9,1,龍属性攻撃強化・境地,1
獄界の断罪斧改,10,1,龍属性攻撃強化,1
獄界の断罪斧改,10,1,龍属性攻撃強化・境地,1
獄界の断罪斧改,10,5,龍属性攻撃強化,1
獄界の断罪斧改,10,5,龍属性攻撃強化・境地,1
獄界の断罪斧,5,1,龍属性攻撃強化,1
獄界の断罪斧,6,1,龍属性攻撃強化,1
獄界の断罪斧,7,1,龍属性攻撃強化,1
獄界の断罪斧,8,1,龍属性攻撃強化,1
獄界の断罪斧,8,1,龍属性攻撃強化・境地,1
獄界の断罪斧,9,1,龍属性攻撃強化,1
獄界の断罪斧,9,1,龍属性攻撃強化・境地,1
獄界の断罪斧,10,1,龍属性攻撃強化,1
獄界の断罪斧,10,1,龍属性攻撃強化・境地,1
獄界の断罪斧,10,5,龍属性攻撃強化,1
獄界の断罪斧,10,5,龍属性攻撃強化・境地,1
狼牙刀【悪獄】,6,1,龍属性攻撃強化,1
狼牙刀【悪獄】,7,1,龍属性攻撃強化,1
狼牙刀【悪獄】,8,1,龍属性攻撃強化,1
狼牙刀【悪獄】,8,1,龍属性攻撃強化・境地,1
狼牙刀【悪獄】,9,1,龍属性攻撃強化,1
狼牙刀【悪獄】,9,1,龍属性攻撃強化・境地,1
狼牙刀【悪獄】,10,1,龍属性攻撃強化,1
狼牙刀【悪獄】,10,1,龍属性攻撃強化・境地,1
狼牙刀【悪獄】,10,5,龍属性攻撃強化,1
狼牙刀【悪獄】,10,5,龍属性攻撃強化・境地,1
獄刀リュウコツ,5,1,龍属性攻撃強化,1
獄刀リュウコツ,6,1,龍属性攻撃強化,1
獄刀リュウコツ,7,1,龍属性攻撃強化,1
獄刀リュウコツ,8,1,龍属性攻撃強化,1
獄刀リュウコツ,8,1,龍属性攻撃強化・境地,1
獄刀リュウコツ,9,1,龍属性攻撃強化,1
獄刀リュウコツ,9,1,龍属性攻撃強化・境地,1
獄刀リュウコツ,10,1,龍属性攻撃強化,1
獄刀リュウコツ,10,1,龍属性攻撃強化・境地,1
獄刀リュウコツ,10,5,龍属性攻撃強化,1
獄刀リュウコツ,10,5,龍属性攻撃強化・境地,1
狼牙鎚【食獄】,6,1,龍属性攻撃強化,1
狼牙鎚【食獄】,7,1,龍属性攻撃強化,1
狼牙鎚【食獄】,8,1,龍属性攻撃強化,1
狼牙鎚【食獄】,8,1,龍属性攻撃強化・境地,1
狼牙鎚【食獄】,9,1,龍属性攻撃強化,1
狼牙鎚【食獄】,9,1,龍属性攻撃強化・境地,1
狼牙鎚【食獄】,10,1,龍属性攻撃強化,1
狼牙鎚【食獄】,10,1,龍属性攻撃強化・境地,1
狼牙鎚【食獄】,10,5,龍属性攻撃強化,1
狼牙鎚【食獄】,10,5,龍属性攻撃強化・境地,1
獄鎚リュウガク,5,1,龍属性攻撃強化,1
獄鎚リュウガク,6,1,龍属性攻撃強化,1
獄鎚リュウガク,7,1,龍属性攻撃強化,1
獄鎚リュウガク,8,1,龍属性攻撃強化,1
獄鎚リュウガク,8,1,龍属性攻撃強化・境地,1
獄鎚リュウガク,9,1,龍属性攻撃強化,1
獄鎚リュウガク,9,1,龍属性攻撃強化・境地,1
獄鎚リュウガク,10,1,龍属性攻撃強化,1
獄鎚リュウガク,10,1,龍属性攻撃強化・境地,1
獄鎚リュウガク,10,5,龍属性攻撃強化,1
獄鎚リュウガク,10,5,龍属性攻撃強化・境地,1
獄界の戦槍改,6,1,龍属性攻撃強化,1
獄界の戦槍改,7,1,龍属性攻撃強化,1
獄界の戦槍改,8,1,龍属性攻撃強化,1
獄界の戦槍改,8,1,龍属性攻撃強化・境地,1
獄界の戦槍改,9,1,龍属性攻撃強化,1
獄界の戦槍改,9,1,龍属性攻撃強化・境地,1
獄界の戦槍改,10,1,龍属性攻撃強化,1
獄界の戦槍改,10,1,龍属性攻撃強化・境地,1
獄界の戦槍改,10,5,龍属性攻撃強化,1
獄界の戦槍改,10,5,龍属性攻撃強化・境地,1
獄界の戦槍,5,1,龍属性攻撃強化,1
獄界の戦槍,6,1,龍属性攻撃強化,1
獄界の戦槍,7,1,龍属性攻撃強化,1
獄界の戦槍,8,1,龍属性攻撃強化,1
獄界の戦槍,8,1,龍属性攻撃強化・境地,1
獄界の戦槍,9,1,龍属性攻撃強化,1
獄界の戦槍,9,1,龍属性攻撃強化・境地,1
獄界の戦槍,10,1,龍属性攻撃強化,1
獄界の戦槍,10,1,龍属性攻撃強化・境地,1
獄界の戦槍,10,5,龍属性攻撃強化,1
獄界の戦槍,10,5,龍属性攻撃強化・境地,1
狼牙銃槍【貪獄】,6,1,龍属性攻撃強化,1
狼牙銃槍【貪獄】,7,1,龍属性攻撃強化,1
狼牙銃槍【貪獄】,8,1,龍属性攻撃強化,1
狼牙銃槍【貪獄】,8,1,龍属性攻撃強化・境地,1
狼牙銃槍【貪獄】,9,1,龍属性攻撃強化,1
狼牙銃槍【貪獄】,9,1,龍属性攻撃強化・境地,1
狼牙銃槍【貪獄】,10,1,龍属性攻撃強化,1
狼牙銃槍【貪獄】,10,1,龍属性攻撃強化・境地,1
狼牙銃槍【貪獄】,10,5,龍属性攻撃強化,1
狼牙銃槍【貪獄】,10,5,龍属性攻撃強化・境地,1
獄銃槍リュウケツ,5,1,龍属性攻撃強化,1
獄銃槍リュウケツ,6,1,龍属性攻撃強化,1
獄銃槍リュウケツ,7,1,龍属性攻撃強化,1
獄銃槍リュウケツ,8,1,龍属性攻撃強化,1
獄銃槍リュウケツ,8,1,龍属性攻撃強化・境地,1
獄銃槍リュウケツ,9,1,龍属性攻撃強化,1
獄銃槍リュウケツ,9,1,龍属性攻撃強化・境地,1
獄銃槍リュウケツ,10,1,龍属性攻撃強化,1
獄銃槍リュウケツ,10,1,龍属性攻撃強化・境地,1
獄銃槍リュウケツ,10,5,龍属性攻撃強化,1
獄銃槍リュウケツ,10,5,龍属性攻撃強化・境地,1
獄界の斬裂斧改,6,1,龍属性攻撃強化,1
獄界の斬裂斧改,7,1,龍属性攻撃強化,1
獄界の斬裂斧改,8,1,龍属性攻撃強化,1
獄界の斬裂斧改,8,1,龍属性攻撃強化・境地,1
獄界の斬裂斧改,9,1,龍属性攻撃強化,1
獄界の斬裂斧改,9,1,龍属性攻撃強化・境地,1
獄界の斬裂斧改,10,1,龍属性攻撃強化,1
獄界の斬裂斧改,10,1,龍属性攻撃強化・境地,1
獄界の斬裂斧改,10,5,龍属性攻撃強化,1
獄界の斬裂斧改,10,5,龍属性攻撃強化・境地,1
獄界の斬裂斧,5,1,龍属性攻撃強化,1
獄界の斬裂斧,6,1,龍属性攻撃強化,1
獄界の斬裂斧,7,1,龍属性攻撃強化,1
獄界の斬裂斧,8,1,龍属性攻撃強化,1
獄界の斬裂斧,8,1,龍属性攻撃強化・境地,1
獄界の斬裂斧,9,1,龍属性攻撃強化,1
獄界の斬裂斧,9,1,龍属性攻撃強化・境地,1
獄界の斬裂斧,10,1,龍属性攻撃強化,1
獄界の斬裂斧,10,1,龍属性攻撃強化・境地,1
獄界の斬裂斧,10,5,龍属性攻撃強化,1
獄界の斬裂斧,10,5,龍属性攻撃強化・境地,1
狼牙盾斧【呪獄】,6,1,龍属性攻撃強化,1
狼牙盾斧【呪獄】,7,1,龍属性攻撃強化,1
狼牙盾斧【呪獄】,8,1,龍属性攻撃強化,1
狼牙盾斧【呪獄】,8,1,龍属性攻撃強化・境地,1
狼牙盾斧【呪獄】,9,1,龍属性攻撃強化,1
狼牙盾斧【呪獄】,9,1,龍属性攻撃強化・境地,1
狼牙盾斧【呪獄】,10,1,龍属性攻撃強化,1
狼牙盾斧【呪獄】,10,1,龍属性攻撃強化・境地,1
狼牙盾斧【呪獄】,10,5,龍属性攻撃強化,1
狼牙盾斧【呪獄】,10,5,龍属性攻撃強化・境地,1
獄盾斧リュウケン,5,1,龍属性攻撃強化,1
獄盾斧リュウケン,6,1,龍属性攻撃強化,1
獄盾斧リュウケン,7,1,龍属性攻撃強化,1
獄盾斧リュウケン,8,1,龍属性攻撃強化,1
獄盾斧リュウケン,8,1,龍属性攻撃強化・境地,1
獄盾斧リュウケン,9,1,龍属性攻撃強化,1
獄盾斧リュウケン,9,1,龍属性攻撃強化・境地,1
獄盾斧リュウケン,10,1,龍属性攻撃強化,1
獄盾斧リュウケン,10,1,龍属性攻撃強化・境地,1
獄盾斧リュウケン,10,5,龍属性攻撃強化,1
獄盾斧リュウケン,10,5,龍属性攻撃強化・境地,1
獄弩リュウゼツ,6,1,龍属性攻撃強化,1
獄弩リュウゼツ,7,1,龍属性攻撃強化,1
獄弩リュウゼツ,8,1,龍属性攻撃強化,1
獄弩リュウゼツ,8,1,龍属性攻撃強化・境地,1
獄弩リュウゼツ,9,1,龍属性攻撃強化,1
獄弩リュウゼツ,9,1,龍属性攻撃強化・境地,1
獄弩リュウゼツ,10,1,龍属性攻撃強化,1
獄弩リュウゼツ,10,1,龍属性攻撃強化・境地,1
獄弩リュウゼツ,10,5,龍属性攻撃強化,1
獄弩リュウゼツ,10,5,龍属性攻撃強化・境地,1
獄弩リュウシン,5,1,龍属性攻撃強化,1
獄弩リュウシン,6,1,龍属性攻撃強化,1
獄弩リュウシン,7,1,龍属性攻撃強化,1
獄弩リュウシン,8,1,龍属性攻撃強化,1
獄弩リュウシン,8,1,龍属性攻撃強化・境地,1
