シリーズ,防具名,グレード,レベル,ゼニー,素材1,個数1,素材2,個数2,素材3,個数3,素材4,個数4
ジャグラス,ジャグラスヘルム,10,2,25000,賊竜の爪,30,翼竜の皮,60,鉄鉱石,51,,
ジャグラス,ジャグラスヘルム,10,3,37500,竜玉のかけら,10,賊竜のたてがみ,25,マカライト鉱石,41,流水草,44
ジャグラス,ジャグラスヘルム,10,4,50000,賊竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ジャグラス,ジャグラスヘルム,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,賊竜の皮,210
ジャグラス,ジャグラスメイル,1,1,10,賊竜の皮,2,鉄鉱石,1,,,,
ジャグラス,ジャグラスメイル,1,2,20,賊竜の皮,2,翼竜の皮,2,,,,
ジャグラス,ジャグラスメイル,1,3,30,賊竜の爪,1,賊竜の皮,2,,,,
ジャグラス,ジャグラスメイル,1,4,40,賊竜の皮,2,翼竜の皮,1,,,,
ジャグラス,ジャグラスメイル,1,5,50,賊竜の皮,2,鉄鉱石,1,,,,
ジャグラス,ジャグラスメイル,2,1,300,賊竜のたてがみ,1,マカライト鉱石,1,賊竜の皮,2,,
ジャグラス,ジャグラスメイル,2,2,100,賊竜の皮,2,翼竜の皮,2,鉄鉱石,2,,
ジャグラス,ジャグラスメイル,2,3,150,賊竜の爪,2,賊竜の皮,2,流水草,1,,
ジャグラス,ジャグラスメイル,2,4,200,賊竜の皮,2,翼竜の皮,2,鉄鉱石,2,,
ジャグラス,ジャグラスメイル,2,5,250,ドラグライト鉱石,1,大地の結晶,1,賊竜の皮,2,,
ジャグラス,ジャグラスメイル,3,1,600,賊竜のたてがみ,2,マカライト鉱石,2,賊竜の皮,3,,
ジャグラス,ジャグラスメイル,3,2,200,翼竜の皮,6,賊竜の皮,3,鉄鉱石,3,,
ジャグラス,ジャグラスメイル,3,3,300,賊竜の爪,3,賊竜の皮,3,流水草,2,,
ジャグラス,ジャグラスメイル,3,4,400,翼竜の皮,6,賊竜の皮,3,鉄鉱石,3,,
ジャグラス,ジャグラスメイル,3,5,500,大地の結晶,3,ドラグライト鉱石,1,賊竜の皮,3,,
ジャグラス,ジャグラスメイル,4,1,900,賊竜の良質な鱗,2,賊竜のたてがみ,2,マカライト鉱石,4,賊竜の皮,4
ジャグラス,ジャグラスメイル,4,2,300,翼竜の皮,12,鉄鉱石,6,賊竜の皮,4,,
ジャグラス,ジャグラスメイル,4,3,450,賊竜の爪,4,賊竜の皮,4,流水草,3,,
ジャグラス,ジャグラスメイル,4,4,600,翼竜の皮,12,鉄鉱石,6,賊竜の皮,4,,
ジャグラス,ジャグラスメイル,4,5,750,大地の結晶,6,ドラグライト鉱石,2,賊竜の皮,4,,
ジャグラス,ジャグラスメイル,5,1,1500,賊竜の良質な鱗,3,賊竜のたてがみ,3,マカライト鉱石,6,賊竜の皮,6
ジャグラス,ジャグラスメイル,5,2,500,翼竜の皮,15,鉄鉱石,11,賊竜の皮,6,,
ジャグラス,ジャグラスメイル,5,3,750,賊竜の爪,5,流水草,9,賊竜の皮,6,,
ジャグラス,ジャグラスメイル,5,4,1000,翼竜の皮,15,鉄鉱石,11,賊竜の皮,6,,
ジャグラス,ジャグラスメイル,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,賊竜の皮,6,,
ジャグラス,ジャグラスメイル,6,1,3000,牙竜玉,2,賊竜の良質な鱗,3,防具精錬材,1,賊竜の皮,13
ジャグラス,ジャグラスメイル,6,2,1000,翼竜の皮,31,鉄鉱石,22,賊竜の皮,13,,
ジャグラス,ジャグラスメイル,6,3,1500,賊竜のたてがみ,8,賊竜の爪,10,流水草,14,賊竜の皮,13
ジャグラス,ジャグラスメイル,6,4,2000,翼竜の皮,31,鉄鉱石,22,賊竜の皮,13,,
ジャグラス,ジャグラスメイル,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,賊竜の皮,13
ジャグラス,ジャグラスメイル,7,1,6000,牙竜玉,2,賊竜の良質な鱗,6,防具精錬材,3,賊竜の皮,17
ジャグラス,ジャグラスメイル,7,2,2000,翼竜の皮,36,鉄鉱石,29,賊竜の皮,17,,
ジャグラス,ジャグラスメイル,7,3,3000,賊竜のたてがみ,10,賊竜の爪,15,流水草,22,賊竜の皮,17
ジャグラス,ジャグラスメイル,7,4,4000,翼竜の皮,36,鉄鉱石,29,賊竜の皮,17,,
ジャグラス,ジャグラスメイル,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,賊竜の皮,17
ジャグラス,ジャグラスメイル,8,1,12000,竜玉のかけら,2,牙竜玉,3,防具精錬材,5,,
ジャグラス,ジャグラスメイル,8,2,4000,賊竜の爪,20,翼竜の皮,45,鉄鉱石,37,,
ジャグラス,ジャグラスメイル,8,3,6000,竜玉のかけら,2,賊竜のたてがみ,15,マカライト鉱石,28,流水草,29
ジャグラス,ジャグラスメイル,8,4,8000,賊竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ジャグラス,ジャグラスメイル,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,賊竜の皮,70
ジャグラス,ジャグラスメイル,9,1,30000,竜玉のかけら,3,牙竜玉,5,防具精錬材,7,,
ジャグラス,ジャグラスメイル,9,2,10000,賊竜の爪,25,翼竜の皮,51,鉄鉱石,43,,
ジャグラス,ジャグラスメイル,9,3,15000,竜玉のかけら,3,賊竜のたてがみ,20,マカライト鉱石,34,流水草,36
ジャグラス,ジャグラスメイル,9,4,20000,賊竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ジャグラス,ジャグラスメイル,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,賊竜の皮,140
ジャグラス,ジャグラスメイル,10,1,75000,竜玉のかけら,5,牙竜玉,10,防具精錬材,9,,
ジャグラス,ジャグラスメイル,10,2,25000,賊竜の爪,30,翼竜の皮,60,鉄鉱石,51,,
ジャグラス,ジャグラスメイル,10,3,37500,竜玉のかけら,10,賊竜のたてがみ,25,マカライト鉱石,41,流水草,44
ジャグラス,ジャグラスメイル,10,4,50000,賊竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ジャグラス,ジャグラスメイル,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,賊竜の皮,210
ジャグラス,ジャグラスアーム,1,1,10,賊竜の皮,2,鉄鉱石,1,,,,
ジャグラス,ジャグラスアーム,1,2,20,賊竜の皮,2,翼竜の皮,2,,,,
ジャグラス,ジャグラスアーム,1,3,30,賊竜の爪,1,賊竜の皮,2,,,,
ジャグラス,ジャグラスアーム,1,4,40,賊竜の皮,2,翼竜の皮,1,,,,
ジャグラス,ジャグラスアーム,1,5,50,賊竜の皮,2,鉄鉱石,1,,,,
ジャグラス,ジャグラスアーム,2,1,300,賊竜のたてがみ,1,マカライト鉱石,1,賊竜の皮,2,,
ジャグラス,ジャグラスアーム,2,2,100,賊竜の皮,2,翼竜の皮,2,鉄鉱石,2,,
ジャグラス,ジャグラスアーム,2,3,150,賊竜の爪,2,賊竜の皮,2,流水草,1,,
ジャグラス,ジャグラスアーム,2,4,200,賊竜の皮,2,翼竜の皮,2,鉄鉱石,2,,
ジャグラス,ジャグラスアーム,2,5,250,ドラグライト鉱石,1,大地の結晶,1,賊竜の皮,2,,
ジャグラス,ジャグラスアーム,3,1,600,賊竜のたてがみ,2,マカライト鉱石,2,賊竜の皮,3,,
ジャグラス,ジャグラスアーム,3,2,200,翼竜の皮,6,賊竜の皮,3,鉄鉱石,3,,
ジャグラス,ジャグラスアーム,3,3,300,賊竜の爪,3,賊竜の皮,3,流水草,2,,
ジャグラス,ジャグラスアーム,3,4,400,翼竜の皮,6,賊竜の皮,3,鉄鉱石,3,,
ジャグラス,ジャグラスアーム,3,5,500,大地の結晶,3,ドラグライト鉱石,1,賊竜の皮,3,,
ジャグラス,ジャグラスアーム,4,1,900,賊竜の良質な鱗,2,賊竜のたてがみ,2,マカライト鉱石,4,賊竜の皮,4
ジャグラス,ジャグラスアーム,4,2,300,翼竜の皮,12,鉄鉱石,6,賊竜の皮,4,,
ジャグラス,ジャグラスアーム,4,3,450,賊竜の爪,4,賊竜の皮,4,流水草,3,,
ジャグラス,ジャグラスアーム,4,4,600,翼竜の皮,12,鉄鉱石,6,賊竜の皮,4,,
ジャグラス,ジャグラスアーム,4,5,750,大地の結晶,6,ドラグライト鉱石,2,賊竜の皮,4,,
ジャグラス,ジャグラスアーム,5,1,1500,賊竜の良質な鱗,3,賊竜のたてがみ,3,マカライト鉱石,6,賊竜の皮,6
ジャグラス,ジャグラスアーム,5,2,500,翼竜の皮,15,鉄鉱石,11,賊竜の皮,6,,
ジャグラス,ジャグラスアーム,5,3,750,賊竜の爪,5,流水草,9,賊竜の皮,6,,
ジャグラス,ジャグラスアーム,5,4,1000,翼竜の皮,15,鉄鉱石,11,賊竜の皮,6,,
ジャグラス,ジャグラスアーム,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,賊竜の皮,6,,
ジャグラス,ジャグラスアーム,6,1,3000,牙竜玉,2,賊竜の良質な鱗,3,防具精錬材,1,賊竜の皮,13
ジャグラス,ジャグラスアーム,6,2,1000,翼竜の皮,31,鉄鉱石,22,賊竜の皮,13,,
ジャグラス,ジャグラスアーム,6,3,1500,賊竜のたてがみ,8,賊竜の爪,10,流水草,14,賊竜の皮,13
ジャグラス,ジャグラスアーム,6,4,2000,翼竜の皮,31,鉄鉱石,22,賊竜の皮,13,,
ジャグラス,ジャグラスアーム,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,賊竜の皮,13
ジャグラス,ジャグラスアーム,7,1,6000,牙竜玉,2,賊竜の良質な鱗,6,防具精錬材,3,賊竜の皮,17
ジャグラス,ジャグラスアーム,7,2,2000,翼竜の皮,36,鉄鉱石,29,賊竜の皮,17,,
ジャグラス,ジャグラスアーム,7,3,3000,賊竜のたてがみ,10,賊竜の爪,15,流水草,22,賊竜の皮,17
ジャグラス,ジャグラスアーム,7,4,4000,翼竜の皮,36,鉄鉱石,29,賊竜の皮,17,,
ジャグラス,ジャグラスアーム,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,賊竜の皮,17
ジャグラス,ジャグラスアーム,8,1,12000,竜玉のかけら,2,牙竜玉,3,防具精錬材,5,,
ジャグラス,ジャグラスアーム,8,2,4000,賊竜の爪,20,翼竜の皮,45,鉄鉱石,37,,
ジャグラス,ジャグラスアーム,8,3,6000,竜玉のかけら,2,賊竜のたてがみ,15,マカライト鉱石,28,流水草,29
ジャグラス,ジャグラスアーム,8,4,8000,賊竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ジャグラス,ジャグラスアーム,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,賊竜の皮,70
ジャグラス,ジャグラスアーム,9,1,30000,竜玉のかけら,3,牙竜玉,5,防具精錬材,7,,
ジャグラス,ジャグラスアーム,9,2,10000,賊竜の爪,25,翼竜の皮,51,鉄鉱石,43,,
ジャグラス,ジャグラスアーム,9,3,15000,竜玉のかけら,3,賊竜のたてがみ,20,マカライト鉱石,34,流水草,36
ジャグラス,ジャグラスアーム,9,4,20000,賊竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ジャグラス,ジャグラスアーム,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,賊竜の皮,140
ジャグラス,ジャグラスアーム,10,1,75000,竜玉のかけら,5,牙竜玉,10,防具精錬材,9,,
ジャグラス,ジャグラスアーム,10,2,25000,賊竜の爪,30,翼竜の皮,60,鉄鉱石,51,,
ジャグラス,ジャグラスアーム,10,3,37500,竜玉のかけら,10,賊竜のたてがみ,25,マカライト鉱石,41,流水草,44
ジャグラス,ジャグラスアーム,10,4,50000,賊竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ジャグラス,ジャグラスアーム,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,賊竜の皮,210
ジャグラス,ジャグラスコイル,1,1,10,賊竜の皮,2,鉄鉱石,1,,,,
ジャグラス,ジャグラスコイル,1,2,20,賊竜の皮,2,翼竜の皮,2,,,,
ジャグラス,ジャグラスコイル,1,3,30,賊竜の爪,1,賊竜の皮,2,,,,
ジャグラス,ジャグラスコイル,1,4,40,賊竜の皮,2,翼竜の皮,1,,,,
ジャグラス,ジャグラスコイル,1,5,50,賊竜の皮,2,鉄鉱石,1,,,,
ジャグラス,ジャグラスコイル,2,1,300,賊竜のたてがみ,1,マカライト鉱石,1,賊竜の皮,2,,
ジャグラス,ジャグラスコイル,2,2,100,賊竜の皮,2,翼竜の皮,2,鉄鉱石,2,,
ジャグラス,ジャグラスコイル,2,3,150,賊竜の爪,2,賊竜の皮,2,流水草,1,,
ジャグラス,ジャグラスコイル,2,4,200,賊竜の皮,2,翼竜の皮,2,鉄鉱石,2,,
ジャグラス,ジャグラスコイル,2,5,250,ドラグライト鉱石,1,大地の結晶,1,賊竜の皮,2,,
ジャグラス,ジャグラスコイル,3,1,600,賊竜のたてがみ,2,マカライト鉱石,2,賊竜の皮,3,,
ジャグラス,ジャグラスコイル,3,2,200,翼竜の皮,6,賊竜の皮,3,鉄鉱石,3,,
ジャグラス,ジャグラスコイル,3,3,300,賊竜の爪,3,賊竜の皮,3,流水草,2,,
ジャグラス,ジャグラスコイル,3,4,400,翼竜の皮,6,賊竜の皮,3,鉄鉱石,3,,
ジャグラス,ジャグラスコイル,3,5,500,大地の結晶,3,ドラグライト鉱石,1,賊竜の皮,3,,
ジャグラス,ジャグラスコイル,4,1,900,賊竜の良質な鱗,2,賊竜のたてがみ,2,マカライト鉱石,4,賊竜の皮,4
ジャグラス,ジャグラスコイル,4,2,300,翼竜の皮,12,鉄鉱石,6,賊竜の皮,4,,
ジャグラス,ジャグラスコイル,4,3,450,賊竜の爪,4,賊竜の皮,4,流水草,3,,
ジャグラス,ジャグラスコイル,4,4,600,翼竜の皮,12,鉄鉱石,6,賊竜の皮,4,,
ジャグラス,ジャグラスコイル,4,5,750,大地の結晶,6,ドラグライト鉱石,2,賊竜の皮,4,,
ジャグラス,ジャグラスコイル,5,1,1500,賊竜の良質な鱗,3,賊竜のたてがみ,3,マカライト鉱石,6,賊竜の皮,6
ジャグラス,ジャグラスコイル,5,2,500,翼竜の皮,15,鉄鉱石,11,賊竜の皮,6,,
ジャグラス,ジャグラスコイル,5,3,750,賊竜の爪,5,流水草,9,賊竜の皮,6,,
ジャグラス,ジャグラスコイル,5,4,1000,翼竜の皮,15,鉄鉱石,11,賊竜の皮,6,,
ジャグラス,ジャグラスコイル,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,賊竜の皮,6,,
ジャグラス,ジャグラスコイル,6,1,3000,牙竜玉,2,賊竜の良質な鱗,3,防具精錬材,1,賊竜の皮,13
ジャグラス,ジャグラスコイル,6,2,1000,翼竜の皮,31,鉄鉱石,22,賊竜の皮,13,,
ジャグラス,ジャグラスコイル,6,3,1500,賊竜のたてがみ,8,賊竜の爪,10,流水草,14,賊竜の皮,13
ジャグラス,ジャグラスコイル,6,4,2000,翼竜の皮,31,鉄鉱石,22,賊竜の皮,13,,
ジャグラス,ジャグラスコイル,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,賊竜の皮,13
ジャグラス,ジャグラスコイル,7,1,6000,牙竜玉,2,賊竜の良質な鱗,6,防具精錬材,3,賊竜の皮,17
ジャグラス,ジャグラスコイル,7,2,2000,翼竜の皮,36,鉄鉱石,29,賊竜の皮,17,,
ジャグラス,ジャグラスコイル,7,3,3000,賊竜のたてがみ,10,賊竜の爪,15,流水草,22,賊竜の皮,17
ジャグラス,ジャグラスコイル,7,4,4000,翼竜の皮,36,鉄鉱石,29,賊竜の皮,17,,
ジャグラス,ジャグラスコイル,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,賊竜の皮,17
ジャグラス,ジャグラスコイル,8,1,12000,竜玉のかけら,2,牙竜玉,3,防具精錬材,5,,
ジャグラス,ジャグラスコイル,8,2,4000,賊竜の爪,20,翼竜の皮,45,鉄鉱石,37,,
ジャグラス,ジャグラスコイル,8,3,6000,竜玉のかけら,2,賊竜のたてがみ,15,マカライト鉱石,28,流水草,29
ジャグラス,ジャグラスコイル,8,4,8000,賊竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ジャグラス,ジャグラスコイル,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,賊竜の皮,70
ジャグラス,ジャグラスコイル,9,1,30000,竜玉のかけら,3,牙竜玉,5,防具精錬材,7,,
ジャグラス,ジャグラスコイル,9,2,10000,賊竜の爪,25,翼竜の皮,51,鉄鉱石,43,,
ジャグラス,ジャグラスコイル,9,3,15000,竜玉のかけら,3,賊竜のたてがみ,20,マカライト鉱石,34,流水草,36
ジャグラス,ジャグラスコイル,9,4,20000,賊竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ジャグラス,ジャグラスコイル,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,賊竜の皮,140
ジャグラス,ジャグラスコイル,10,1,75000,竜玉のかけら,5,牙竜玉,10,防具精錬材,9,,
ジャグラス,ジャグラスコイル,10,2,25000,賊竜の爪,30,翼竜の皮,60,鉄鉱石,51,,
ジャグラス,ジャグラスコイル,10,3,37500,竜玉のかけら,10,賊竜のたてがみ,25,マカライト鉱石,41,流水草,44
ジャグラス,ジャグラスコイル,10,4,50000,賊竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ジャグラス,ジャグラスコイル,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,賊竜の皮,210
ジャグラス,ジャグラスグリーヴ,1,1,10,賊竜の皮,2,鉄鉱石,1,,,,
ジャグラス,ジャグラスグリーヴ,1,2,20,賊竜の皮,2,翼竜の皮,2,,,,
ジャグラス,ジャグラスグリーヴ,1,3,30,賊竜の爪,1,賊竜の皮,2,,,,
ジャグラス,ジャグラスグリーヴ,1,4,40,賊竜の皮,2,翼竜の皮,1,,,,
ジャグラス,ジャグラスグリーヴ,1,5,50,賊竜の皮,2,鉄鉱石,1,,,,
ジャグラス,ジャグラスグリーヴ,2,1,300,賊竜のたてがみ,1,マカライト鉱石,1,賊竜の皮,2,,
ジャグラス,ジャグラスグリーヴ,2,2,100,賊竜の皮,2,翼竜の皮,2,鉄鉱石,2,,
ジャグラス,ジャグラスグリーヴ,2,3,150,賊竜の爪,2,賊竜の皮,2,流水草,1,,
ジャグラス,ジャグラスグリーヴ,2,4,200,賊竜の皮,2,翼竜の皮,2,鉄鉱石,2,,
ジャグラス,ジャグラスグリーヴ,2,5,250,ドラグライト鉱石,1,大地の結晶,1,賊竜の皮,2,,
ジャグラス,ジャグラスグリーヴ,3,1,600,賊竜のたてがみ,2,マカライト鉱石,2,賊竜の皮,3,,
ジャグラス,ジャグラスグリーヴ,3,2,200,翼竜の皮,6,賊竜の皮,3,鉄鉱石,3,,
ジャグラス,ジャグラスグリーヴ,3,3,300,賊竜の爪,3,賊竜の皮,3,流水草,2,,
ジャグラス,ジャグラスグリーヴ,3,4,400,翼竜の皮,6,賊竜の皮,3,鉄鉱石,3,,
ジャグラス,ジャグラスグリーヴ,3,5,500,大地の結晶,3,ドラグライト鉱石,1,賊竜の皮,3,,
ジャグラス,ジャグラスグリーヴ,4,1,900,賊竜の良質な鱗,2,賊竜のたてがみ,2,マカライト鉱石,4,賊竜の皮,4
ジャグラス,ジャグラスグリーヴ,4,2,300,翼竜の皮,12,鉄鉱石,6,賊竜の皮,4,,
ジャグラス,ジャグラスグリーヴ,4,3,450,賊竜の爪,4,賊竜の皮,4,流水草,3,,
ジャグラス,ジャグラスグリーヴ,4,4,600,翼竜の皮,12,鉄鉱石,6,賊竜の皮,4,,
ジャグラス,ジャグラスグリーヴ,4,5,750,大地の結晶,6,ドラグライト鉱石,2,賊竜の皮,4,,
ジャグラス,ジャグラスグリーヴ,5,1,1500,賊竜の良質な鱗,3,賊竜のたてがみ,3,マカライト鉱石,6,賊竜の皮,6
ジャグラス,ジャグラスグリーヴ,5,2,500,翼竜の皮,15,鉄鉱石,11,賊竜の皮,6,,
ジャグラス,ジャグラスグリーヴ,5,3,750,賊竜の爪,5,流水草,9,賊竜の皮,6,,
ジャグラス,ジャグラスグリーヴ,5,4,1000,翼竜の皮,15,鉄鉱石,11,賊竜の皮,6,,
ジャグラス,ジャグラスグリーヴ,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,賊竜の皮,6,,
ジャグラス,ジャグラスグリーヴ,6,1,3000,牙竜玉,2,賊竜の良質な鱗,3,防具精錬材,1,賊竜の皮,13
ジャグラス,ジャグラスグリーヴ,6,2,1000,翼竜の皮,31,鉄鉱石,22,賊竜の皮,13,,
ジャグラス,ジャグラスグリーヴ,6,3,1500,賊竜のたてがみ,8,賊竜の爪,10,流水草,14,賊竜の皮,13
ジャグラス,ジャグラスグリーヴ,6,4,2000,翼竜の皮,31,鉄鉱石,22,賊竜の皮,13,,
ジャグラス,ジャグラスグリーヴ,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,賊竜の皮,13
ジャグラス,ジャグラスグリーヴ,7,1,6000,牙竜玉,2,賊竜の良質な鱗,6,防具精錬材,3,賊竜の皮,17
ジャグラス,ジャグラスグリーヴ,7,2,2000,翼竜の皮,36,鉄鉱石,29,賊竜の皮,17,,
ジャグラス,ジャグラスグリーヴ,7,3,3000,賊竜のたてがみ,10,賊竜の爪,15,流水草,22,賊竜の皮,17
ジャグラス,ジャグラスグリーヴ,7,4,4000,翼竜の皮,36,鉄鉱石,29,賊竜の皮,17,,
ジャグラス,ジャグラスグリーヴ,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,賊竜の皮,17
