名前,グレード,レベル,攻撃力,属性値,防御力
ヒュドロスアーケーン,7,1,566,391,
ヒュドロスアーケーン,8,1,752,548,
ヒュドロスアーケーン,9,1,1000,769,
ヒュドロスアーケーン,10,1,1328,1074,
ヒュドロスアーケーン,10,5,1591,1335,
ヒドゥンケイン,5,1,466,,
ヒドゥンケイン,6,1,607,,
ヒドゥンケイン,7,1,790,,
ヒドゥンケイン,8,1,1027,,
ヒドゥンケイン,9,1,1336,,
ヒドゥンケイン,10,1,1738,,
ヒドゥンケイン,10,5,2082,,
ブラングレイヴ,4,1,260,117,
ブラングレイヴ,5,1,370,181,
ブラングレイヴ,6,1,475,251,
ブラングレイヴ,7,1,611,349,
ブラングレイヴ,8,1,784,481,
ブラングレイヴ,9,1,1007,663,
ブラングレイヴ,10,1,1293,910,
ブラングレイヴ,10,5,1549,1131,
ヘイズキャスター,6,1,612,347,
ヘイズキャスター,7,1,795,384,
ヘイズキャスター,8,1,1033,423,
ヘイズキャスター,9,1,1341,464,
ヘイズキャスター,10,1,1741,505,
ヘイズキャスター,10,5,2086,526,
灼炎のテウザー改,6,1,475,394,
灼炎のテウザー改,7,1,614,532,
灼炎のテウザー改,8,1,792,711,
灼炎のテウザー改,9,1,1022,949,
灼炎のテウザー改,10,1,1318,1261,
灼炎のテウザー改,10,5,1579,1568,
灼炎のテウザー改,1,1,1579,1578,
灼炎のテウザー改,2,1,1591,1578,
灼炎のテウザー改,3,1,1591,1593,
灼炎のテウザー改,4,1,1611,1593,
灼炎のテウザー改,5,1,1611,1593,
灼炎のテウザー改,6,1,1611,1603,
灼炎のテウザー改,7,1,1623,1603,
灼炎のテウザー改,8,1,1623,1618,
灼炎のテウザー改,9,1,1643,1618,
灼炎のテウザー改,10,1,1643,1618,
灼炎のテウザー改,11,1,1643,1628,
灼炎のテウザー改,12,1,1655,1628,
灼炎のテウザー改,13,1,1655,1643,
灼炎のテウザー改,14,1,1675,1643,
灼炎のテウザー改,15,1,1675,1643,
灼炎のテウザー改,16,1,1675,1653,
灼炎のテウザー改,17,1,1687,1653,
灼炎のテウザー改,18,1,1687,1668,
灼炎のテウザー改,19,1,1707,1668,
灼炎のテウザー改,20,1,1707,1668,
灼炎のテウザー,5,1,368,292,
灼炎のテウザー,6,1,475,394,
灼炎のテウザー,7,1,614,532,
灼炎のテウザー,8,1,792,711,
灼炎のテウザー,9,1,1022,949,
灼炎のテウザー,10,1,1318,1261,
灼炎のテウザー,10,5,1579,1568,
チャタロッド,2,1,164,,
チャタロッド,3,1,236,,
チャタロッド,4,1,342,,
チャタロッド,5,1,492,,
チャタロッド,6,1,640,,
チャタロッド,7,1,833,,
チャタロッド,8,1,1084,,
チャタロッド,9,1,1410,,
チャタロッド,10,1,1834,,
チャタロッド,10,5,2197,,
藍の稲光,6,1,433,334,
藍の稲光,7,1,560,473,
藍の稲光,8,1,723,665,
藍の稲光,9,1,933,934,
藍の稲光,10,1,1205,1305,
藍の稲光,10,5,1444,1622,
カーサスロッド,5,1,564,,
カーサスロッド,6,1,741,,
カーサスロッド,7,1,973,,
カーサスロッド,8,1,1277,,
カーサスロッド,9,1,1675,,
カーサスロッド,10,1,2198,,
カーサスロッド,10,5,2633,,
レックスロッド,5,1,564,,
レックスロッド,6,1,741,,
レックスロッド,7,1,973,,
レックスロッド,8,1,1277,,
レックスロッド,9,1,1675,,
レックスロッド,10,1,2198,,
レックスロッド,10,5,2633,,
夢幻のメロウフラウ,6,1,553,360,
夢幻のメロウフラウ,7,1,718,393,
夢幻のメロウフラウ,8,1,932,427,
夢幻のメロウフラウ,9,1,1208,461,
夢幻のメロウフラウ,10,1,1567,496,
夢幻のメロウフラウ,10,5,1878,516,
夢幻のメロウフラウ,1,1,1878,521,
夢幻のメロウフラウ,2,1,1892,521,
夢幻のメロウフラウ,3,1,1892,529,
夢幻のメロウフラウ,4,1,1914,529,
夢幻のメロウフラウ,5,1,1914,529,
夢幻のメロウフラウ,6,1,1914,534,
夢幻のメロウフラウ,7,1,1928,534,
夢幻のメロウフラウ,8,1,1928,542,
夢幻のメロウフラウ,9,1,1950,542,
夢幻のメロウフラウ,10,1,1950,542,
夢幻のメロウフラウ,11,1,1950,547,
夢幻のメロウフラウ,12,1,1964,547,
夢幻のメロウフラウ,13,1,1964,555,
夢幻のメロウフラウ,14,1,1986,555,
夢幻のメロウフラウ,15,1,1986,555,
夢幻のメロウフラウ,16,1,1986,560,
夢幻のメロウフラウ,17,1,2000,560,
夢幻のメロウフラウ,18,1,2000,568,
夢幻のメロウフラウ,19,1,2022,568,
夢幻のメロウフラウ,20,1,2022,568,
メロウフラウ,4,1,297,236,
メロウフラウ,5,1,427,298,
メロウフラウ,6,1,553,360,
メロウフラウ,7,1,718,393,
メロウフラウ,8,1,932,427,
メロウフラウ,9,1,1208,461,
メロウフラウ,10,1,1567,496,
メロウフラウ,10,5,1878,516,
アウリスギドゥス,6,1,545,188,
アウリスギドゥス,7,1,712,257,
アウリスギドゥス,8,1,931,347,
アウリスギドゥス,9,1,1216,469,
アウリスギドゥス,10,1,1588,632,
アウリスギドゥス,10,5,1903,785,
ウルクアウリス,3,1,199,59,
ウルクアウリス,4,1,289,91,
ウルクアウリス,5,1,417,138,
ウルクアウリス,6,1,545,188,
ウルクアウリス,7,1,712,257,
ウルクアウリス,8,1,931,347,
ウルクアウリス,9,1,1216,469,
ウルクアウリス,10,1,1588,632,
ウルクアウリス,10,5,1903,785,
撲滅の導灯,6,1,551,238,
撲滅の導灯,7,1,714,342,
撲滅の導灯,8,1,925,486,
撲滅の導灯,9,1,1199,690,
撲滅の導灯,10,1,1553,974,
撲滅の導灯,10,5,1861,1210,
禍ツ鉾ノ幽鬼ギネーヴ,6,1,531,,
禍ツ鉾ノ幽鬼ギネーヴ,7,1,691,,
禍ツ鉾ノ幽鬼ギネーヴ,8,1,898,,
禍ツ鉾ノ幽鬼ギネーヴ,9,1,1167,,
禍ツ鉾ノ幽鬼ギネーヴ,10,1,1516,,
禍ツ鉾ノ幽鬼ギネーヴ,10,5,1817,,
禍ツ鉾ノ幽鬼ギネーヴ,1,1,1817,520,
禍ツ鉾ノ幽鬼ギネーヴ,2,1,1827,520,
禍ツ鉾ノ幽鬼ギネーヴ,3,1,1827,526,
禍ツ鉾ノ幽鬼ギネーヴ,4,1,1842,526,
禍ツ鉾ノ幽鬼ギネーヴ,5,1,1842,526,
禍ツ鉾ノ幽鬼ギネーヴ,6,1,1842,530,
禍ツ鉾ノ幽鬼ギネーヴ,7,1,1852,530,
禍ツ鉾ノ幽鬼ギネーヴ,8,1,1852,536,
禍ツ鉾ノ幽鬼ギネーヴ,9,1,1867,536,
禍ツ鉾ノ幽鬼ギネーヴ,10,1,1867,536,
禍ツ鉾ノ幽鬼ギネーヴ,11,1,1867,540,
禍ツ鉾ノ幽鬼ギネーヴ,12,1,1877,540,
禍ツ鉾ノ幽鬼ギネーヴ,13,1,1877,546,
禍ツ鉾ノ幽鬼ギネーヴ,14,1,1892,546,
禍ツ鉾ノ幽鬼ギネーヴ,15,1,1892,546,
禍ツ鉾ノ幽鬼ギネーヴ,16,1,1892,550,
禍ツ鉾ノ幽鬼ギネーヴ,17,1,1902,550,
禍ツ鉾ノ幽鬼ギネーヴ,18,1,1902,556,
禍ツ鉾ノ幽鬼ギネーヴ,19,1,1917,556,
禍ツ鉾ノ幽鬼ギネーヴ,20,1,1917,556,
禍ツ鉾【封】,4,1,284,,
禍ツ鉾【封】,5,1,409,,
禍ツ鉾【封】,6,1,531,,
禍ツ鉾【封】,7,1,691,,
禍ツ鉾【封】,8,1,898,,
禍ツ鉾【封】,9,1,1167,,
禍ツ鉾【封】,10,1,1516,,
禍ツ鉾【封】,10,5,1817,,
金砕棍ゴーデンライ,6,1,475,394,
金砕棍ゴーデンライ,7,1,614,532,
金砕棍ゴーデンライ,8,1,792,711,
金砕棍ゴーデンライ,9,1,1022,949,
金砕棍ゴーデンライ,10,1,1318,1261,
金砕棍ゴーデンライ,10,5,1579,1568,
金砕棍棒,5,1,368,292,
金砕棍棒,6,1,475,394,
金砕棍棒,7,1,614,532,
金砕棍棒,8,1,792,711,
金砕棍棒,9,1,1022,949,
金砕棍棒,10,1,1318,1261,
金砕棍棒,10,5,1579,1568,
暁の潰棍シルラテス,6,1,545,188,
暁の潰棍シルラテス,7,1,712,257,
暁の潰棍シルラテス,8,1,931,347,
暁の潰棍シルラテス,9,1,1216,469,
暁の潰棍シルラテス,10,1,1588,632,
暁の潰棍シルラテス,10,5,1903,785,
シルムズマッツァ,3,1,199,59,
シルムズマッツァ,4,1,289,91,
シルムズマッツァ,5,1,417,138,
シルムズマッツァ,6,1,545,188,
シルムズマッツァ,7,1,712,257,
シルムズマッツァ,8,1,931,347,
シルムズマッツァ,9,1,1216,469,
シルムズマッツァ,10,1,1588,632,
シルムズマッツァ,10,5,1903,785,
すがのねの長薙の巴,6,1,428,319,
すがのねの長薙の巴,7,1,547,443,
すがのねの長薙の巴,8,1,698,611,
すがのねの長薙の巴,9,1,892,842,
すがのねの長薙の巴,10,1,1138,1156,
すがのねの長薙の巴,10,5,1363,1436,
狐薙刀ツユサソウラン,5,1,335,230,
狐薙刀ツユサソウラン,6,1,428,319,
狐薙刀ツユサソウラン,7,1,547,443,
狐薙刀ツユサソウラン,8,1,698,611,
狐薙刀ツユサソウラン,9,1,892,842,
狐薙刀ツユサソウラン,10,1,1138,1156,
狐薙刀ツユサソウラン,10,5,1363,1436,
クイド=ダオラ,6,1,551,238,
クイド=ダオラ,7,1,714,342,
クイド=ダオラ,8,1,925,486,
クイド=ダオラ,9,1,1199,690,
クイド=ダオラ,10,1,1553,974,
クイド=ダオラ,10,5,1861,1210,
フルボルトチャンバー,6,1,433,254,
フルボルトチャンバー,7,1,558,352,
フルボルトチャンバー,8,1,719,484,
フルボルトチャンバー,9,1,926,666,
フルボルトチャンバー,10,1,1194,913,
フルボルトチャンバー,10,5,1429,1134,
フルボルトチャンバー,1,1,1429,1144,
フルボルトチャンバー,2,1,1444,1144,
フルボルトチャンバー,3,1,1444,1160,
フルボルトチャンバー,4,1,1468,1160,
フルボルトチャンバー,5,1,1468,1160,
フルボルトチャンバー,6,1,1468,1170,
フルボルトチャンバー,7,1,1483,1170,
フルボルトチャンバー,8,1,1483,1186,
フルボルトチャンバー,9,1,1507,1186,
フルボルトチャンバー,10,1,1507,1186,
フルボルトチャンバー,11,1,1507,1196,
フルボルトチャンバー,12,1,1522,1196,
フルボルトチャンバー,13,1,1522,1212,
フルボルトチャンバー,14,1,1546,1212,
フルボルトチャンバー,15,1,1546,1212,
フルボルトチャンバー,16,1,1546,1222,
フルボルトチャンバー,17,1,1561,1222,
フルボルトチャンバー,18,1,1561,1238,
フルボルトチャンバー,19,1,1585,1238,
フルボルトチャンバー,20,1,1585,1238,
ボルトチャンバー,4,1,237,120,
ボルトチャンバー,5,1,337,184,
ボルトチャンバー,6,1,433,254,
ボルトチャンバー,7,1,558,352,
ボルトチャンバー,8,1,719,484,
ボルトチャンバー,9,1,926,666,
ボルトチャンバー,10,1,1194,913,
ボルトチャンバー,10,5,1429,1134,
グランジストーム,6,1,475,394,
グランジストーム,7,1,614,532,
グランジストーム,8,1,792,711,
グランジストーム,9,1,1022,949,
グランジストーム,10,1,1318,1261,
グランジストーム,10,5,1579,1568,
グランジストーム,1,1,1579,1578,
グランジストーム,2,1,1591,1578,
グランジストーム,3,1,1591,1593,
グランジストーム,4,1,1611,1593,
グランジストーム,5,1,1611,1593,
グランジストーム,6,1,1611,1603,
グランジストーム,7,1,1623,1603,
グランジストーム,8,1,1623,1618,
グランジストーム,9,1,1643,1618,
グランジストーム,10,1,1643,1618,
グランジストーム,11,1,1643,1628,
グランジストーム,12,1,1655,1628,
グランジストーム,13,1,1655,1643,
グランジストーム,14,1,1675,1643,
グランジストーム,15,1,1675,1643,
グランジストーム,16,1,1675,1653,
グランジストーム,17,1,1687,1653,
グランジストーム,18,1,1687,1668,
グランジストーム,19,1,1707,1668,
グランジストーム,20,1,1707,1668,
バッドウィング,5,1,368,292,
バッドウィング,6,1,475,394,
バッドウィング,7,1,614,532,
バッドウィング,8,1,792,711,
バッドウィング,9,1,1022,949,
バッドウィング,10,1,1318,1261,
バッドウィング,10,5,1579,1568,
死線【デッドライン】,6,1,428,319,
死線【デッドライン】,7,1,547,443,
死線【デッドライン】,8,1,698,611,
死線【デッドライン】,9,1,892,842,
死線【デッドライン】,10,1,1138,1156,
死線【デッドライン】,10,5,1363,1436,
冥府の三鈷杵,5,1,335,230,
冥府の三鈷杵,6,1,428,319,
冥府の三鈷杵,7,1,547,443,
冥府の三鈷杵,8,1,698,611,
冥府の三鈷杵,9,1,892,842,
冥府の三鈷杵,10,1,1138,1156,
冥府の三鈷杵,10,5,1363,1436,
惑いの三鈷杵,6,1,595,,
惑いの三鈷杵,7,1,776,,
惑いの三鈷杵,8,1,1012,,
惑いの三鈷杵,9,1,1319,,
惑いの三鈷杵,10,1,1719,,
惑いの三鈷杵,10,5,2059,,
ガロンロッド,4,1,317,,
ガロンロッド,5,1,457,,
ガロンロッド,6,1,595,,
ガロンロッド,7,1,776,,
ガロンロッド,8,1,1012,,
ガロンロッド,9,1,1319,,
ガロンロッド,10,1,1719,,
ガロンロッド,10,5,2059,,
デステリオバーラ,6,1,545,188,
デステリオバーラ,7,1,712,257,
デステリオバーラ,8,1,931,347,
デステリオバーラ,9,1,1216,469,
デステリオバーラ,10,1,1588,632,
デステリオバーラ,10,5,1903,785,
イルミナルブレード,2,1,138,38,
イルミナルブレード,3,1,199,59,
イルミナルブレード,4,1,289,91,
イルミナルブレード,5,1,417,138,
イルミナルブレード,6,1,545,188,
イルミナルブレード,7,1,712,257,
イルミナルブレード,8,1,931,347,
イルミナルブレード,9,1,1216,469,
イルミナルブレード,10,1,1588,632,
イルミナルブレード,10,5,1903,785,
狼牙剣【欲獄】,6,1,468,320,
狼牙剣【欲獄】,7,1,600,449,
狼牙剣【欲獄】,8,1,768,626,
狼牙剣【欲獄】,9,1,982,873,
狼牙剣【欲獄】,10,1,1257,1212,
狼牙剣【欲獄】,10,5,1506,1506,
獄剣リュウリン,5,1,366,228,
獄剣リュウリン,6,1,468,320,
獄剣リュウリン,7,1,600,449,
獄剣リュウリン,8,1,768,626,
獄剣リュウリン,9,1,982,873,
獄剣リュウリン,10,1,1257,1212,
獄剣リュウリン,10,5,1506,1506,
狼牙双爪【血獄】,6,1,468,320,
狼牙双爪【血獄】,7,1,600,449,
狼牙双爪【血獄】,8,1,768,626,
狼牙双爪【血獄】,9,1,982,873,
狼牙双爪【血獄】,10,1,1257,1212,
狼牙双爪【血獄】,10,5,1506,1506,
獄爪リュウキ,5,1,366,228,
獄爪リュウキ,6,1,468,320,
獄爪リュウキ,7,1,600,449,
獄爪リュウキ,8,1,768,626,
獄爪リュウキ,9,1,982,873,
獄爪リュウキ,10,1,1257,1212,
獄爪リュウキ,10,5,1506,1506,
獄界の断罪斧改,6,1,468,320,
獄界の断罪斧改,7,1,600,449,
獄界の断罪斧改,8,1,768,626,
獄界の断罪斧改,9,1,982,873,
獄界の断罪斧改,10,1,1257,1212,
獄界の断罪斧改,10,5,1506,1506,
獄界の断罪斧,5,1,366,228,
獄界の断罪斧,6,1,468,320,
獄界の断罪斧,7,1,600,449,
獄界の断罪斧,8,1,768,626,
獄界の断罪斧,9,1,982,873,
獄界の断罪斧,10,1,1257,1212,
獄界の断罪斧,10,5,1506,1506,
狼牙刀【悪獄】,6,1,468,320,
狼牙刀【悪獄】,7,1,600,449,
狼牙刀【悪獄】,8,1,768,626,
狼牙刀【悪獄】,9,1,982,873,
狼牙刀【悪獄】,10,1,1257,1212,
狼牙刀【悪獄】,10,5,1506,1506,
獄刀リュウコツ,5,1,366,228,
獄刀リュウコツ,6,1,468,320,
獄刀リュウコツ,7,1,600,449,
獄刀リュウコツ,8,1,768,626,
獄刀リュウコツ,9,1,982,873,
獄刀リュウコツ,10,1,1257,1212,
獄刀リュウコツ,10,5,1506,1506,
狼牙鎚【食獄】,6,1,468,320,
狼牙鎚【食獄】,7,1,600,449,
狼牙鎚【食獄】,8,1,768,626,
狼牙鎚【食獄】,9,1,982,873,
狼牙鎚【食獄】,10,1,1257,1212,
狼牙鎚【食獄】,10,5,1506,1506,
獄鎚リュウガク,5,1,366,228,
獄鎚リュウガク,6,1,468,320,
獄鎚リュウガク,7,1,600,449,
獄鎚リュウガク,8,1,768,626,
獄鎚リュウガク,9,1,982,873,
獄鎚リュウガク,10,1,1257,1212,
獄鎚リュウガク,10,5,1506,1506,
獄界の戦槍改,6,1,468,320,
獄界の戦槍改,7,1,600,449,
獄界の戦槍改,8,1,768,626,
獄界の戦槍改,9,1,982,873,
獄界の戦槍改,10,1,1257,1212,
獄界の戦槍改,10,5,1506,1506,
獄界の戦槍,5,1,366,228,
獄界の戦槍,6,1,468,320,
獄界の戦槍,7,1,600,449,
獄界の戦槍,8,1,768,626,
獄界の戦槍,9,1,982,873,
獄界の戦槍,10,1,1257,1212,
獄界の戦槍,10,5,1506,1506,
狼牙銃槍【貪獄】,6,1,468,320,
狼牙銃槍【貪獄】,7,1,600,449,
狼牙銃槍【貪獄】,8,1,768,626,
狼牙銃槍【貪獄】,9,1,982,873,
狼牙銃槍【貪獄】,10,1,1257,1212,
狼牙銃槍【貪獄】,10,5,1506,1506,
獄銃槍リュウケツ,5,1,366,228,
獄銃槍リュウケツ,6,1,468,320,
獄銃槍リュウケツ,7,1,600,449,
獄銃槍リュウケツ,8,1,768,626,
獄銃槍リュウケツ,9,1,982,873,
獄銃槍リュウケツ,10,1,1257,1212,
獄銃槍リュウケツ,10,5,1506,1506,
獄界の斬裂斧改,6,1,468,320,
獄界の斬裂斧改,7,1,600,449,
獄界の斬裂斧改,8,1,768,626,
獄界の斬裂斧改,9,1,982,873,
獄界の斬裂斧改,10,1,1257,1212,
獄界の斬裂斧改,10,5,1506,1506,
獄界の斬裂斧,5,1,366,228,
獄界の斬裂斧,6,1,468,320,
獄界の斬裂斧,7,1,600,449,
獄界の斬裂斧,8,1,768,626,
獄界の斬裂斧,9,1,982,873,
獄界の斬裂斧,10,1,1257,1212,
獄界の斬裂斧,10,5,1506,1506,
狼牙盾斧【呪獄】,6,1,468,320,
狼牙盾斧【呪獄】,7,1,600,449,
狼牙盾斧【呪獄】,8,1,768,626,
狼牙盾斧【呪獄】,9,1,982,873,
狼牙盾斧【呪獄】,10,1,1257,1212,
狼牙盾斧【呪獄】,10,5,1506,1506,
獄盾斧リュウケン,5,1,366,228,
獄盾斧リュウケン,6,1,468,320,
獄盾斧リュウケン,7,1,600,449,
獄盾斧リュウケン,8,1,768,626,
獄盾斧リュウケン,9,1,982,873,
獄盾斧リュウケン,10,1,1257,1212,
獄盾斧リュウケン,10,5,1506,1506,
獄弩リュウゼツ,6,1,468,320,
獄弩リュウゼツ,7,1,600,449,
獄弩リュウゼツ,8,1,768,626,
獄弩リュウゼツ,9,1,982,873,
獄弩リュウゼツ,10,1,1257,1212,
獄弩リュウゼツ,10,5,1506,1506,
獄弩リュウシン,5,1,366,228,
獄弩リュウシン,6,1,468,320,
獄弩リュウシン,7,1,600,449,
獄弩リュウシン,8,1,768,626,
獄弩リュウシン,9,1,982,873,
獄弩リュウシン,10,1,1257,1212,
獄弩リュウシン,10,5,1506,1506,
狼牙砲【獣獄】,6,1,468,320,
狼牙砲【獣獄】,7,1,600,449,
狼牙砲【獣獄】,8,1,768,626,
狼牙砲【獣獄】,9,1,982,873,
狼牙砲【獣獄】,10,1,1257,1212,
狼牙砲【獣獄】,10,5,1506,1506,
獄砲リュウコウ,5,1,366,228,
獄砲リュウコウ,6,1,468,320,
獄砲リュウコウ,7,1,600,449,
獄砲リュウコウ,8,1,768,626,
獄砲リュウコウ,9,1,982,873,
獄砲リュウコウ,10,1,1257,1212,
獄砲リュウコウ,10,5,1506,1506,
狼牙弓【邪獄】,6,1,468,320,
狼牙弓【邪獄】,7,1,600,449,
狼牙弓【邪獄】,8,1,768,626,
狼牙弓【邪獄】,9,1,982,873,
狼牙弓【邪獄】,10,1,1257,1212,
狼牙弓【邪獄】,10,5,1506,1506,
